427, nissan, 2018, 36739.0, 2630
428, nissan, 2017, 42616.0, 5690
441, nissan, 2018, 29043.0, 3550
442, nissan, 2017, 36064.0, 3040
454, nissan, 2017, 34861.0, 3160
464, nissan, 2018, 38349.0, 3390
465, nissan, 2017, 30142.0, 3140
477, nissan, 2018, 43152.0, 2630
478, nissan, 2017, 34318.0, 3140
489, nissan, 2018, 32256.0, 8350
491, nissan, 2017, 25255.0, 3210
515, nissan, 2016, 41654.0, 3820
517, nissan, 2017, 31954.0, 2900
529, nissan, 2017, 33599.0, 3020
539, nissan, 2015, 83915.0, 3800
540, nissan, 2017, 40306.0, 3160
552, nissan, 2017, 35251.0, 3210
2204, nissan, 2018, 31231.0, 5500
2205, nissan, 2020, 10728.0, 14400
2206, nissan, 2018, 35374.0, 11450
2207, nissan, 2018, 36715.0, 11000
2208, nissan, 2018, 33437.0, 11450
2209, nissan, 2018, 36788.0, 11000
2210, nissan, 2018, 35491.0, 11200
2211, nissan, 2018, 33644.0, 11400
2212, nissan, 2018, 35831.0, 11450
2213, nissan, 2018, 35050.0, 11050
2214, nissan, 2018, 34924.0, 11400
2215, nissan, 2018, 34962.0, 11050
2216, nissan, 2018, 39985.0, 10850
2217, nissan, 2018, 38816.0, 10900
2218, nissan, 2018, 41579.0, 10450
2219, nissan, 2018, 40455.0, 10800
2220, nissan, 2018, 39996.0, 10850
2221, nissan, 2018, 41077.0, 10800
2222, nissan, 2018, 39183.0, 10850
2223, nissan, 2018, 40478.0, 10800
2224, nissan, 2018, 38806.0, 10900
2225, nissan, 2018, 45331.0, 10400
2226, nissan, 2018, 43531.0, 10500
2227, nissan, 2018, 41033.0, 10800
2228, nissan, 2018, 40332.0, 10800
2229, nissan, 2019, 22319.0, 11200
2230, nissan, 2019, 22305.0, 11100
2231, nissan, 2019, 36996.0, 12200
2232, nissan, 2019, 1.0, 4000
2233, nissan, 2019, 27611.0, 9000
2234, nissan, 2019, 26516.0, 14900
2235, nissan, 2019, 31397.0, 4600
2236, nissan, 2019, 18300.0, 6400
2237, nissan, 2019, 26743.0, 10400
2238, nissan, 2019, 15832.0, 7800
2239, nissan, 2019, 31939.0, 12300
2240, nissan, 2019, 31037.0, 10900
2241, nissan, 2019, 22521.0, 8500
2242, nissan, 2019, 31335.0, 7300
2243, nissan, 2019, 28315.0, 5900
2244, nissan, 2017, 83437.0, 20000
2245, nissan, 2018, 42250.0, 11200
2246, nissan, 2018, 45732.0, 14400
2247, nissan, 2018, 49185.0, 16500
2248, nissan, 2017, 45826.0, 13400
2249, nissan, 2017, 36844.0, 12500
2250, nissan, 2013, 104343.0, 6500
2251, nissan, 2018, 34138.0, 19800
2252, nissan, 2018, 34761.0, 8800
2253, nissan, 2018, 32656.0, 12800
2254, nissan, 2018, 34837.0, 8800
2255, nissan, 2019, 30099.0, 3500
2256, nissan, 2018, 37088.0, 750
2257, nissan, 2017, 41729.0, 10800
2258, nissan, 2017, 17195.0, 22300
2259, nissan, 2018, 43064.0, 8300
2260, nissan, 2018, 47510.0, 8300
2261, nissan, 2018, 52571.0, 8000
2262, nissan, 2018, 12129.0, 15200
2263, nissan, 2017, 62280.0, 6700
2264, nissan, 2017, 74859.0, 7500
2265, nissan, 2017, 59508.0, 10500
2266, nissan, 2017, 58529.0, 8400
2267, nissan, 2015, 24396.0, 7000
2268, nissan, 2020, 10317.0, 25500
2269, nissan, 2017, 37619.0, 4100
2270, nissan, 2020, 15160.0, 13900
2271, nissan, 2015, 91898.0, 1900
2272, nissan, 2017, 31198.0, 14700
2273, nissan, 2013, 144015.0, 1900
2274, nissan, 2017, 15621.0, 18800
2275, nissan, 2018, 54815.0, 7800
2276, nissan, 2016, 53011.0, 13500
2277, nissan, 2018, 56255.0, 8000
2278, nissan, 2013, 100225.0, 3300
2279, nissan, 2017, 54117.0, 7200
2280, nissan, 2017, 54119.0, 8000
2281, nissan, 2012, 162176.0, 1280
2282, nissan, 2018, 37655.0, 14000
2283, nissan, 2015, 101178.0, 3500
2284, nissan, 2012, 206142.0, 600
2285, nissan, 2018, 43187.0, 12500
2286, nissan, 2013, 105590.0, 5800
